x,y
600.000000,0.085000
800.000000,0.125000
1000.000000,0.155000
1200.000000,0.175000
1400.000000,0.185000
1600.000000,0.190000
1800.000000,0.188000
2000.000000,0.182000
2200.000000,0.172000
2400.000000,0.158000
2600.000000,0.142000
2800.000000,0.125000
3000.000000,0.108000
3200.000000,0.092000
3400.000000,0.078000
3600.000000,0.065000
3800.000000,0.055000
4000.000000,0.048000
4200.000000,0.042000
4400.000000,0.038000
