Ma,Re_L,alpha_L,c_i,c_r,family
4,300.000000,0.020000,nan,nan,
4,337.485919,0.020000,nan,nan,
4,379.655818,0.020000,nan,nan,
4,427.094976,0.020000,nan,nan,
4,480.461801,0.020000,nan,nan,
4,540.496975,0.020000,nan,nan,
4,608.033727,0.020000,nan,nan,
4,684.009404,0.020000,nan,nan,
4,769.478474,0.020000,-4.50382374e-02,2.51955765e-01,TS
4,865.627167,0.020000,-4.00114803e-02,2.51447224e-01,TS
4,973.789933,0.020000,-3.54936545e-02,2.50876989e-01,TS
4,1095.467968,0.020000,-3.13965363e-02,2.50248368e-01,TS
4,1232.350046,0.020000,-2.76471021e-02,2.49566022e-01,TS
4,1386.335959,0.020000,-2.41848036e-02,2.48834353e-01,TS
4,1559.562883,0.020000,-2.09594292e-02,2.48056552e-01,TS
4,1754.435043,0.020000,-1.79294692e-02,2.47234092e-01,TS
4,1973.657075,0.020000,-1.50609007e-02,2.46366538e-01,TS
4,2220.271572,0.020000,-1.23263019e-02,2.45451607e-01,TS
4,2497.701306,0.020000,-9.70420236e-03,2.44485395e-01,TS
4,2809.796735,0.020000,-7.17857879e-03,2.43462745e-01,TS
4,3160.889444,0.020000,-4.73841126e-03,2.42377719e-01,TS
4,3555.852262,0.020000,-2.37723693e-03,2.41224112e-01,TS
4,4000.166894,0.020000,-9.26606159e-05,2.39995989e-01,TS
4,4500.000000,0.020000,2.11419004e-03,2.38688196e-01,TS
4,300.000000,0.027586,-1.44830769e-02,-4.21708197e-01,TS
4,337.485919,0.027586,-1.45228312e-02,-4.23108286e-01,TS
4,379.655818,0.027586,-1.44819460e-02,-4.24482508e-01,TS
4,427.094976,0.027586,-1.03881574e-02,3.95584720e-01,TS
4,480.461801,0.027586,-6.33169873e-03,3.96257780e-01,TS
4,540.496975,0.027586,-2.65803569e-03,3.96718196e-01,TS
4,608.033727,0.027586,6.88135043e-04,3.96970857e-01,TS
4,684.009404,0.027586,3.75048799e-03,3.97020284e-01,TS
4,769.478474,0.027586,6.56280331e-03,3.96871258e-01,TS
4,865.627167,0.027586,9.15036746e-03,3.96529185e-01,TS
4,973.789933,0.027586,1.15311303e-02,3.96000312e-01,TS
4,1095.467968,0.027586,1.37166781e-02,3.95291913e-01,TS
4,1232.350046,0.027586,1.57130903e-02,3.94412531e-01,TS
4,1386.335959,0.027586,1.75217572e-02,3.93372325e-01,TS
4,1559.562883,0.027586,1.91402347e-02,3.92183501e-01,TS
4,1754.435043,0.027586,2.05631784e-02,3.90860773e-01,TS
4,1973.657075,0.027586,2.17833590e-02,3.89421756e-01,TS
4,2220.271572,0.027586,2.27927222e-02,3.87887249e-01,TS
4,2497.701306,0.027586,2.35834470e-02,3.86281370e-01,TS
4,2809.796735,0.027586,2.41489741e-02,3.84631554e-01,TS
4,3160.889444,0.027586,2.44850193e-02,3.82968466e-01,TS
4,3555.852262,0.027586,2.45906362e-02,3.81325851e-01,TS
4,4000.166894,0.027586,2.44694415e-02,3.79740292e-01,TS
4,4500.000000,0.027586,2.41311352e-02,3.78250771e-01,TS
4,300.000000,0.035172,-3.28625779e-02,-1.58650869e-01,TS
4,337.485919,0.035172,-3.30756190e-02,-1.61909959e-01,TS
4,379.655818,0.035172,-3.30828883e-02,-1.65115307e-01,TS
4,427.094976,0.035172,-3.29123316e-02,-1.68244454e-01,TS
4,480.461801,0.035172,-3.25906363e-02,-1.71282073e-01,TS
4,540.496975,0.035172,-3.21422804e-02,-1.74218343e-01,TS
4,608.033727,0.035172,-3.15891246e-02,-1.77047540e-01,TS
4,684.009404,0.035172,-3.09503545e-02,-1.79766887e-01,TS
4,769.478474,0.035172,-3.02426330e-02,-1.82375661e-01,TS
4,865.627167,0.035172,-2.94803657e-02,-1.84874544e-01,TS
4,973.789933,0.035172,-2.86760081e-02,-1.87265160e-01,TS
4,1095.467968,0.035172,-2.78403587e-02,-1.89549795e-01,TS
4,1232.350046,0.035172,-2.69828047e-02,-1.91731218e-01,TS
4,1386.335959,0.035172,-2.61115040e-02,-1.93812585e-01,TS
4,1559.562883,0.035172,-2.52335082e-02,-1.95797362e-01,TS
4,1754.435043,0.035172,-2.43548447e-02,-1.97689254e-01,TS
4,1973.657075,0.035172,-2.34805829e-02,-1.99492116e-01,TS
4,2220.271572,0.035172,-2.26149064e-02,-2.01209858e-01,TS
4,2497.701306,0.035172,-2.17612020e-02,-2.02846350e-01,TS
4,2809.796735,0.035172,-2.09221692e-02,-2.04405348e-01,TS
4,3160.889444,0.035172,-2.00999369e-02,-2.05890446e-01,TS
4,3555.852262,0.035172,-1.92961755e-02,-2.07305069e-01,TS
4,4000.166894,0.035172,-1.85121870e-02,-2.08652483e-01,TS
4,4500.000000,0.035172,-1.77489666e-02,-2.09935827e-01,TS
4,300.000000,0.042759,-1.40114340e-02,-4.13542528e-01,TS
4,337.485919,0.042759,-1.35686832e-02,-4.14543279e-01,TS
4,379.655818,0.042759,-1.31250821e-02,-4.15513440e-01,TS
4,427.094976,0.042759,-1.26823058e-02,-4.16451398e-01,TS
4,480.461801,0.042759,-1.22418548e-02,-4.17356235e-01,TS
4,540.496975,0.042759,-1.18049960e-02,-4.18227559e-01,TS
4,608.033727,0.042759,-1.13727316e-02,-4.19065333e-01,TS
4,684.009404,0.042759,-1.09458118e-02,-4.19869710e-01,TS
4,769.478474,0.042759,-1.05247970e-02,-4.20640893e-01,TS
4,865.627167,0.042759,-1.01101623e-02,-4.21379048e-01,TS
4,973.789933,0.042759,-9.70242013e-03,-4.22084277e-01,TS
4,1095.467968,0.042759,-9.30222453e-03,-4.22756663e-01,TS
4,1232.350046,0.042759,-8.91043084e-03,-4.23396357e-01,TS
4,1386.335959,0.042759,-8.52809560e-03,-4.24003684e-01,TS
4,1559.562883,0.042759,-8.15642359e-03,-4.24579236e-01,TS
4,1754.435043,0.042759,-7.79668054e-03,-4.25123923e-01,TS
4,1973.657075,0.042759,-7.45009357e-03,-4.25638989e-01,TS
4,2220.271572,0.042759,-7.11775737e-03,-4.26125990e-01,TS
4,2497.701306,0.042759,-6.80055652e-03,-4.26586748e-01,TS
4,2809.796735,0.042759,-6.49910815e-03,-4.27023290e-01,TS
4,3160.889444,0.042759,-5.78831143e-03,1.60899714e-01,TS
4,3555.852262,0.042759,-5.03261418e-03,1.60530075e-01,TS
4,4000.166894,0.042759,-4.29476047e-03,1.60171481e-01,TS
4,4500.000000,0.042759,-3.57071200e-03,1.59820314e-01,TS
4,300.000000,0.050345,-1.41822195e-02,2.64772623e-01,TS
4,337.485919,0.050345,-1.24703420e-02,2.64951999e-01,TS
4,379.655818,0.050345,-1.09352484e-02,2.65059112e-01,TS
4,427.094976,0.050345,-9.54655690e-03,2.65107006e-01,TS
4,480.461801,0.050345,-8.27884606e-03,2.65106347e-01,TS
4,540.496975,0.050345,-7.11073544e-03,2.65065662e-01,TS
4,608.033727,0.050345,-6.02415682e-03,2.64991523e-01,TS
4,684.009404,0.050345,-5.00377816e-03,2.64888699e-01,TS
4,769.478474,0.050345,-4.03655574e-03,2.64760301e-01,TS
4,865.627167,0.050345,-3.11140081e-03,2.64607918e-01,TS
4,973.789933,0.050345,-2.21895010e-03,2.64431751e-01,TS
4,1095.467968,0.050345,-1.35143751e-03,2.64230759e-01,TS
4,1232.350046,0.050345,-5.02657509e-04,2.64002795e-01,TS
4,1386.335959,0.050345,3.31991138e-04,2.63744727e-01,TS
4,1559.562883,0.050345,1.15539779e-03,2.63452554e-01,TS
4,1754.435043,0.050345,1.96858489e-03,2.63121521e-01,TS
4,1973.657075,0.050345,2.77052117e-03,2.62746272e-01,TS
4,2220.271572,0.050345,3.55792161e-03,2.62321075e-01,TS
4,2497.701306,0.050345,4.32506411e-03,2.61840189e-01,TS
4,2809.796735,0.050345,5.06367252e-03,2.61298387e-01,TS
4,3160.889444,0.050345,5.76293371e-03,2.60691640e-01,TS
4,3555.852262,0.050345,6.40971901e-03,2.60017929e-01,TS
4,4000.166894,0.050345,6.98906015e-03,2.59278079e-01,TS
4,4500.000000,0.050345,7.48489019e-03,2.58476535e-01,TS
4,300.000000,0.057931,-4.79044678e-03,3.43716271e-01,TS
4,337.485919,0.057931,-3.62538299e-03,3.43843652e-01,TS
4,379.655818,0.057931,-2.54547866e-03,3.43917880e-01,TS
4,427.094976,0.057931,-1.53439082e-03,3.43941026e-01,TS
4,480.461801,0.057931,-5.78840077e-04,3.43914088e-01,TS
4,540.496975,0.057931,3.31637309e-04,3.43836999e-01,TS
4,608.033727,0.057931,1.20488506e-03,3.43708676e-01,TS
4,684.009404,0.057931,2.04626026e-03,3.43527103e-01,TS
4,769.478474,0.057931,2.85868992e-03,3.43289467e-01,TS
4,865.627167,0.057931,3.64263850e-03,3.42992381e-01,TS
4,973.789933,0.057931,4.39599278e-03,3.42632224e-01,TS
4,1095.467968,0.057931,5.11390431e-03,3.42205655e-01,TS
4,1232.350046,0.057931,5.78867347e-03,3.41710311e-01,TS
4,1386.335959,0.057931,6.40979400e-03,3.41145686e-01,TS
4,1559.562883,0.057931,6.96428202e-03,3.40514110e-01,TS
4,1754.435043,0.057931,7.43738472e-03,3.39821717e-01,TS
4,1973.657075,0.057931,7.81370777e-03,3.39079264e-01,TS
4,2220.271572,0.057931,8.07873862e-03,3.38302660e-01,TS
4,2497.701306,0.057931,8.22069962e-03,3.37513071e-01,TS
4,2809.796735,0.057931,8.23264142e-03,3.36736469e-01,TS
4,3160.889444,0.057931,8.11465764e-03,3.36002467e-01,TS
4,3555.852262,0.057931,7.87600541e-03,3.35342192e-01,TS
4,4000.166894,0.057931,7.53668604e-03,3.34784952e-01,TS
4,4500.000000,0.057931,7.12767259e-03,3.34353659e-01,TS
4,300.000000,0.065517,-2.66222696e-04,4.05609507e-01,TS
4,337.485919,0.065517,6.94152001e-04,4.05593735e-01,TS
4,379.655818,0.065517,1.59382740e-03,4.05519094e-01,TS
4,427.094976,0.065517,2.43985987e-03,4.05383467e-01,TS
4,480.461801,0.065517,3.23639252e-03,4.05184621e-01,TS
4,540.496975,0.065517,3.98459776e-03,4.04920353e-01,TS
4,608.033727,0.065517,4.68259480e-03,4.04588823e-01,TS
4,684.009404,0.065517,5.32542302e-03,4.04189140e-01,TS
4,769.478474,0.065517,5.90519045e-03,4.03722187e-01,TS
4,865.627167,0.065517,6.41152713e-03,4.03191636e-01,TS
4,973.789933,0.065517,6.83244692e-03,4.02604983e-01,TS
4,1095.467968,0.065517,7.15566469e-03,4.01974435e-01,TS
