Ma,Re_L,alpha_L,c_i
3,3555.852262,0.111034,3.83035183e-03
3,3555.852262,0.118621,2.64330789e-03
3,3555.852262,0.126207,2.26238229e-03
3,3555.852262,0.133793,2.08473714e-03
3,3555.852262,0.141379,1.89013186e-03
3,3555.852262,0.148966,1.66606739e-03
3,3555.852262,0.156552,1.99533145e-03
3,3555.852262,0.164138,1.40921736e-03
3,3555.852262,0.171724,7.92455398e-04
3,3555.852262,0.179310,5.25245832e-04
3,3555.852262,0.186897,4.52222675e-04
3,3555.852262,0.194483,4.23170509e-04
3,3555.852262,0.202069,5.60881079e-04
3,3555.852262,0.209655,6.85948478e-04
3,3555.852262,0.217241,3.91921574e-04
3,3555.852262,0.224828,2.04008091e-04
3,3555.852262,0.232414,1.39646818e-04
3,3555.852262,0.240000,7.72070864e-05
3,4000.166894,0.020000,
3,4000.166894,0.027586,-1.31469217e-02
3,4000.166894,0.035172,-5.33846610e-03
3,4000.166894,0.042759,1.74494414e-02
3,4000.166894,0.050345,1.85051447e-02
3,4000.166894,0.057931,1.19725308e-02
3,4000.166894,0.065517,9.33339743e-03
3,4000.166894,0.073103,-1.02460786e-02
3,4000.166894,0.080690,-4.42362648e-03
3,4000.166894,0.088276,1.32806136e-03
3,4000.166894,0.095862,5.22625676e-03
3,4000.166894,0.103448,5.27187309e-03
3,4000.166894,0.111034,3.45739561e-03
3,4000.166894,0.118621,2.53801324e-03
3,4000.166894,0.126207,2.29566869e-03
3,4000.166894,0.133793,2.13581515e-03
3,4000.166894,0.141379,1.93066782e-03
3,4000.166894,0.148966,1.87344196e-03
3,4000.166894,0.156552,1.94206014e-03
3,4000.166894,0.164138,1.21621220e-03
3,4000.166894,0.171724,6.89053243e-04
3,4000.166894,0.179310,5.22326622e-04
3,4000.166894,0.186897,4.88982664e-04
3,4000.166894,0.194483,4.64790130e-04
3,4000.166894,0.202069,6.88553613e-04
3,4000.166894,0.209655,6.68348731e-04
3,4000.166894,0.217241,3.00073953e-04
3,4000.166894,0.224828,2.35419804e-04
3,4000.166894,0.232414,1.71835739e-04
3,4000.166894,0.240000,1.10068476e-04
3,4500.000000,0.020000,-4.93443889e-02
3,4500.000000,0.027586,-1.25276745e-02
3,4500.000000,0.035172,-3.45472958e-03
3,4500.000000,0.042759,1.83375238e-02
3,4500.000000,0.050345,1.77110536e-02
3,4500.000000,0.057931,1.14704663e-02
3,4500.000000,0.065517,9.37648091e-03
3,4500.000000,0.073103,-9.69798907e-03
3,4500.000000,0.080690,-3.92072596e-03
3,4500.000000,0.088276,1.94174033e-03
3,4500.000000,0.095862,5.52775823e-03
3,4500.000000,0.103448,4.95579521e-03
3,4500.000000,0.111034,3.13329301e-03
3,4500.000000,0.118621,2.49276593e-03
3,4500.000000,0.126207,2.33834885e-03
3,4500.000000,0.133793,2.17588137e-03
3,4500.000000,0.141379,1.95985558e-03
3,4500.000000,0.148966,2.03043221e-03
3,4500.000000,0.156552,1.81450554e-03
3,4500.000000,0.164138,1.02470731e-03
3,4500.000000,0.171724,6.22241025e-04
3,4500.000000,0.179310,5.37240201e-04
3,4500.000000,0.186897,5.24833816e-04
3,4500.000000,0.194483,4.97731011e-04
3,4500.000000,0.202069,7.75269865e-04
3,4500.000000,0.209655,6.01679867e-04
3,4500.000000,0.217241,3.25206350e-04
3,4500.000000,0.224828,2.61505484e-04
3,4500.000000,0.232414,1.98804059e-04
3,4500.000000,0.240000,1.37633905e-04
