x,y
500.000000,0.095000
700.000000,0.145000
900.000000,0.175000
1100.000000,0.195000
1300.000000,0.205000
1500.000000,0.208000
1700.000000,0.205000
1900.000000,0.198000
2100.000000,0.185000
2300.000000,0.170000
2500.000000,0.152000
2700.000000,0.135000
2900.000000,0.118000
3100.000000,0.102000
3300.000000,0.088000
3500.000000,0.076000
3700.000000,0.066000
3900.000000,0.058000
4100.000000,0.052000
4300.000000,0.048000
