x,y
2.000000000000000000e+02,1.050000000000000044e+00
3.000000000000000000e+02,8.199999999999999512e-01
4.000000000000000000e+02,6.800000000000000488e-01
5.000000000000000000e+02,5.799999999999999600e-01
6.000000000000000000e+02,5.000000000000000000e-01
8.000000000000000000e+02,4.199999999999999845e-01
1.000000000000000000e+03,3.599999999999999867e-01
1.200000000000000000e+03,3.200000000000000067e-01
