x,y
3.000000000000000000e+02,2.450000000000000178e+00
4.000000000000000000e+02,2.049999999999999822e+00
5.000000000000000000e+02,1.719999999999999973e+00
6.000000000000000000e+02,1.479999999999999982e+00
8.000000000000000000e+02,1.219999999999999973e+00
1.000000000000000000e+03,1.050000000000000044e+00
1.200000000000000000e+03,9.200000000000000400e-01
