x,y
8.000000000000000000e+02,2.000000000000000042e-03
1.200000000000000000e+03,4.000000000000000083e-03
1.800000000000000000e+03,6.000000000000000125e-03
2.500000000000000000e+03,7.000000000000000146e-03
3.200000000000000000e+03,6.000000000000000125e-03
4.000000000000000000e+03,4.000000000000000083e-03
