x,y
80.000000,1.920000
110.000000,1.620000
140.000000,1.420000
170.000000,1.270000
200.000000,1.150000
240.000000,1.020000
280.000000,0.920000
320.000000,0.840000
380.000000,0.740000
450.000000,0.650000
550.000000,0.560000
650.000000,0.490000
750.000000,0.440000
850.000000,0.400000
950.000000,0.370000
1050.000000,0.345000
1150.000000,0.325000
1250.000000,0.310000
1350.000000,0.295000
1450.000000,0.282000
1550.000000,0.270000
1650.000000,0.260000
