x,y
90.000000,1.320000
120.000000,1.080000
150.000000,0.930000
180.000000,0.820000
210.000000,0.740000
250.000000,0.660000
300.000000,0.580000
350.000000,0.520000
400.000000,0.470000
500.000000,0.400000
600.000000,0.350000
700.000000,0.310000
800.000000,0.280000
900.000000,0.255000
1000.000000,0.235000
1100.000000,0.220000
1200.000000,0.208000
1300.000000,0.198000
1400.000000,0.190000
1500.000000,0.183000
1600.000000,0.177000
1700.000000,0.172000
