Ma,Re_L,alpha_L,c_i
6,337.485919,0.224828,-7.20986604e-03
6,337.485919,0.232414,-7.92609139e-03
6,337.485919,0.240000,-7.75293997e-03
6,379.655818,0.020000,-1.60210026e-02
6,379.655818,0.027586,-8.35709349e-03
6,379.655818,0.035172,-2.14652022e-03
6,379.655818,0.042759,-4.11906867e-03
6,379.655818,0.050345,-1.03444503e-03
6,379.655818,0.057931,-2.66028638e-03
6,379.655818,0.065517,-1.35124837e-03
6,379.655818,0.073103,-2.61779923e-03
6,379.655818,0.080690,-1.87460222e-03
6,379.655818,0.088276,-2.91600267e-03
6,379.655818,0.095862,-2.42096481e-03
6,379.655818,0.103448,-3.32249115e-03
6,379.655818,0.111034,-2.95834803e-03
6,379.655818,0.118621,-2.72338867e-03
6,379.655818,0.126207,-3.48826505e-03
6,379.655818,0.133793,-3.29429263e-03
6,379.655818,0.141379,-1.79435659e-03
6,379.655818,0.148966,2.91044554e-03
6,379.655818,0.156552,6.03123197e-03
6,379.655818,0.164138,7.06664459e-03
6,379.655818,0.171724,6.31246767e-03
6,379.655818,0.179310,4.12353231e-03
6,379.655818,0.186897,8.98508302e-04
6,379.655818,0.194483,-2.79807325e-03
6,379.655818,0.202069,-6.06259176e-03
6,379.655818,0.209655,-5.91792828e-03
6,379.655818,0.217241,-6.56473700e-03
6,379.655818,0.224828,-6.41757956e-03
6,379.655818,0.232414,-7.05573099e-03
6,379.655818,0.240000,-6.90590643e-03
6,427.094976,0.020000,-1.62093263e-02
6,427.094976,0.027586,-8.03575440e-03
6,427.094976,0.035172,-1.44595958e-03
6,427.094976,0.042759,-3.55755979e-03
6,427.094976,0.050345,-6.19488489e-04
6,427.094976,0.057931,-2.24055380e-03
6,427.094976,0.065517,-9.86930064e-04
6,427.094976,0.073103,-2.20749170e-03
6,427.094976,0.080690,-1.50444161e-03
6,427.094976,0.088276,-2.48489416e-03
6,427.094976,0.095862,-2.02659928e-03
6,427.094976,0.103448,-2.85900739e-03
6,427.094976,0.111034,-2.53111062e-03
6,427.094976,0.118621,-2.33478066e-03
6,427.094976,0.126207,-3.02515249e-03
6,427.094976,0.133793,-2.86736597e-03
6,427.094976,0.141379,-1.86300422e-03
6,427.094976,0.148966,3.21242868e-03
6,427.094976,0.156552,6.79935630e-03
6,427.094976,0.164138,8.15395913e-03
6,427.094976,0.171724,7.59828820e-03
6,427.094976,0.179310,5.50257886e-03
6,427.094976,0.186897,2.25445452e-03
6,427.094976,0.194483,-1.58071328e-03
6,427.094976,0.202069,-5.24258817e-03
6,427.094976,0.209655,-5.26579702e-03
6,427.094976,0.217241,-5.84271179e-03
6,427.094976,0.224828,-5.71684369e-03
6,427.094976,0.232414,-6.28586300e-03
6,427.094976,0.240000,-6.15604548e-03
6,480.461801,0.020000,-1.35580813e-02
6,480.461801,0.027586,-7.72568071e-03
6,480.461801,0.035172,-8.12927248e-04
6,480.461801,0.042759,-3.04980339e-03
6,480.461801,0.050345,-2.35433302e-04
6,480.461801,0.057931,-1.85499633e-03
6,480.461801,0.065517,-6.51076452e-04
6,480.461801,0.073103,-1.83117909e-03
6,480.461801,0.080690,-1.16708724e-03
6,480.461801,0.088276,-2.09280655e-03
6,480.461801,0.095862,-1.67161236e-03
6,480.461801,0.103448,-2.44088500e-03
6,480.461801,0.111034,-2.15017770e-03
6,480.461801,0.118621,-1.99384847e-03
6,480.461801,0.126207,-2.61516101e-03
6,480.461801,0.133793,-2.49355602e-03
6,480.461801,0.141379,-1.98602938e-03
6,480.461801,0.148966,3.40613057e-03
6,480.461801,0.156552,7.47070496e-03
6,480.461801,0.164138,9.14631813e-03
6,480.461801,0.171724,8.78998313e-03
6,480.461801,0.179310,6.79330708e-03
6,480.461801,0.186897,3.53191790e-03
6,480.461801,0.194483,-4.38049561e-04
6,480.461801,0.202069,-4.28767484e-03
6,480.461801,0.209655,-4.69029107e-03
6,480.461801,0.217241,-5.20532594e-03
6,480.461801,0.224828,-5.09736113e-03
6,480.461801,0.232414,-5.60538224e-03
6,480.461801,0.240000,-5.49237714e-03
6,540.496975,0.020000,-1.12628270e-02
6,540.496975,0.027586,-7.42581694e-03
6,540.496975,0.035172,-2.33966162e-04
6,540.496975,0.042759,-2.58654443e-03
6,540.496975,0.050345,1.22945440e-04
6,540.496975,0.057931,-1.49837212e-03
6,540.496975,0.065517,-3.40635553e-04
6,540.496975,0.073103,-1.48480762e-03
6,540.496975,0.080690,-8.60203944e-04
6,540.496975,0.088276,-1.73596245e-03
6,540.496975,0.095862,-1.35373478e-03
6,540.496975,0.103448,-2.06441064e-03
6,540.496975,0.111034,-1.81295318e-03
6,540.496975,0.118621,-1.69782910e-03
6,540.496975,0.126207,-2.25489372e-03
6,540.496975,0.133793,-2.16880005e-03
6,540.496975,0.141379,-2.14174484e-03
6,540.496975,0.148966,3.49657511e-03
6,540.496975,0.156552,8.05070017e-03
6,540.496975,0.164138,1.00481591e-02
6,540.496975,0.171724,9.89055553e-03
6,540.496975,0.179310,7.99753052e-03
6,540.496975,0.186897,4.73303279e-03
6,540.496975,0.194483,6.34499303e-04
6,540.496975,0.202069,-3.40836052e-03
6,540.496975,0.209655,-4.18253557e-03
6,540.496975,0.217241,-4.64302372e-03
6,540.496975,0.224828,-4.54968855e-03
6,540.496975,0.232414,-5.00406355e-03
6,540.496975,0.240000,-4.90492497e-03
6,608.033727,0.020000,-9.26186604e-03
6,608.033727,0.027586,-7.13562587e-03
6,608.033727,0.035172,3.02067697e-04
6,608.033727,0.042759,-2.15995488e-03
6,608.033727,0.050345,4.59604292e-04
6,608.033727,0.057931,-1.16638940e-03
6,608.033727,0.065517,-5.36224586e-05
6,608.033727,0.073103,-1.16517739e-03
6,608.033727,0.080690,-5.82515475e-04
6,608.033727,0.088276,-1.41145160e-03
6,608.033727,0.095862,-1.07161944e-03
6,608.033727,0.103448,-1.72680252e-03
6,608.033727,0.111034,-1.51753592e-03
6,608.033727,0.118621,-1.44390820e-03
6,608.033727,0.126207,-1.94138531e-03
6,608.033727,0.133793,-1.88887692e-03
6,608.033727,0.141379,-2.31095989e-03
6,608.033727,0.148966,3.48841042e-03
6,608.033727,0.156552,8.54524876e-03
6,608.033727,0.164138,1.08648440e-02
6,608.033727,0.171724,1.09042616e-02
6,608.033727,0.179310,9.11837942e-03
6,608.033727,0.186897,5.86081756e-03
6,608.033727,0.194483,1.64190502e-03
6,608.033727,0.202069,-2.59847553e-03
6,608.033727,0.209655,-3.73433674e-03
6,608.033727,0.217241,-4.14692118e-03
6,608.033727,0.224828,-4.06523508e-03
6,608.033727,0.232414,-4.47252542e-03
6,608.033727,0.240000,-4.38468585e-03
6,684.009404,0.020000,-7.50255815e-03
6,684.009404,0.027586,-6.85501026e-03
6,684.009404,0.035172,8.04183517e-04
6,684.009404,0.042759,-1.76348524e-03
6,684.009404,0.050345,7.77277061e-04
6,684.009404,0.057931,-8.55600725e-04
6,684.009404,0.065517,2.10864186e-04
6,684.009404,0.073103,-8.69871675e-04
6,684.009404,0.080690,-3.33746895e-04
6,684.009404,0.088276,-1.11720794e-03
6,684.009404,0.095862,-8.24647431e-04
6,684.009404,0.103448,-1.42614032e-03
6,684.009404,0.111034,-1.26239025e-03
6,684.009404,0.118621,-1.22883222e-03
6,684.009404,0.126207,-1.67172306e-03
6,684.009404,0.133793,-1.64916882e-03
6,684.009404,0.141379,-2.04990159e-03
6,684.009404,0.148966,3.38691681e-03
6,684.009404,0.156552,8.96098823e-03
6,684.009404,0.164138,1.16024818e-02
6,684.009404,0.171724,1.18361804e-02
6,684.009404,0.179310,1.01597423e-02
6,684.009404,0.186897,6.91857436e-03
6,684.009404,0.194483,2.58889423e-03
6,684.009404,0.202069,-1.85224867e-03
6,684.009404,0.209655,-3.33823968e-03
6,684.009404,0.217241,-3.70882951e-03
6,684.009404,0.224828,-3.63627357e-03
6,684.009404,0.232414,-4.00223257e-03
6,684.009404,0.240000,-3.92359777e-03
6,769.478474,0.020000,-5.94021089e-03
6,769.478474,0.027586,-6.58421223e-03
6,769.478474,0.035172,1.27943045e-03
6,769.478474,0.042759,-1.39172161e-03
6,769.478474,0.050345,1.07747895e-03
6,769.478474,0.057931,-4.55657667e-04
6,769.478474,0.065517,4.52623503e-04
6,769.478474,0.073103,-5.97221271e-04
6,769.478474,0.080690,-1.14492799e-04
6,769.478474,0.088276,-8.52000014e-04
6,769.478474,0.095862,-6.12620874e-04
6,769.478474,0.103448,-1.16125198e-03
6,769.478474,0.111034,-1.04593020e-03
6,769.478474,0.118621,-1.04864687e-03
6,769.478474,0.126207,-1.44266029e-03
6,769.478474,0.133793,-1.44460316e-03
6,769.478474,0.141379,-1.80171832e-03
6,769.478474,0.148966,3.19806192e-03
6,769.478474,0.156552,9.30489342e-03
6,769.478474,0.164138,1.22674177e-02
6,769.478474,0.171724,1.26916734e-02
6,769.478474,0.179310,1.11257779e-02
6,769.478474,0.186897,7.90954664e-03
6,769.478474,0.194483,3.47972484e-03
6,769.478474,0.202069,-1.16430969e-03
6,769.478474,0.209655,-2.98757948e-03
6,769.478474,0.217241,-3.32130714e-03
6,769.478474,0.224828,-3.25593058e-03
6,769.478474,0.232414,-3.58550276e-03
6,769.478474,0.240000,-3.51448507e-03
6,865.627167,0.020000,-4.53707446e-03
6,865.627167,0.027586,-6.32369525e-03
6,865.627167,0.035172,1.73305699e-03
6,865.627167,0.042759,-1.04024435e-03
6,865.627167,0.050345,1.36047312e-03
6,865.627167,0.057931,3.60859903e-04
6,865.627167,0.065517,6.70370050e-04
6,865.627167,0.073103,-1.88890616e-04
6,865.627167,0.080690,7.40360626e-05
6,865.627167,0.088276,-6.15405040e-04
6,865.627167,0.095862,-4.35331151e-04
6,865.627167,0.103448,-9.31516371e-04
6,865.627167,0.111034,-8.66067009e-04
6,865.627167,0.118621,-8.98656072e-04
6,865.627167,0.126207,-1.25031110e-03
6,865.627167,0.133793,-1.26980668e-03
6,865.627167,0.141379,-1.59023034e-03
6,865.627167,0.148966,2.92817984e-03
6,865.627167,0.156552,9.58380291e-03
6,865.627167,0.164138,1.28658264e-02
6,865.627167,0.171724,1.34760447e-02
6,865.627167,0.179310,1.20206829e-02
6,865.627167,0.186897,8.83686728e-03
6,865.627167,0.194483,4.31824862e-03
6,865.627167,0.202069,-5.29502779e-04
6,865.627167,0.209655,-2.67648855e-03
6,865.627167,0.217241,-2.97769845e-03
6,865.627167,0.224828,-2.91813751e-03
6,865.627167,0.232414,-3.21549099e-03
6,865.627167,0.240000,-3.15097702e-03
6,973.789933,0.020000,-3.26145876e-03
6,973.789933,0.027586,-6.07402339e-03
6,973.789933,0.035172,2.16863931e-03
6,973.789933,0.042759,-7.05491603e-04
6,973.789933,0.050345,1.62521030e-03
6,973.789933,0.057931,1.10123615e-03
6,973.789933,0.065517,8.94399910e-04
6,973.789933,0.073103,4.95511135e-04
6,973.789933,0.080690,2.30424727e-04
6,973.789933,0.088276,-4.07721279e-04
6,973.789933,0.095862,-2.92035729e-04
6,973.789933,0.103448,-7.36548273e-04
6,973.789933,0.111034,-7.19818715e-04
6,973.789933,0.118621,-7.73641174e-04
6,973.789933,0.126207,-1.09002886e-03
6,973.789933,0.133793,-1.11943131e-03
6,973.789933,0.141379,-1.40986212e-03
6,973.789933,0.148966,2.58382257e-03
6,973.789933,0.156552,9.80416531e-03
6,973.789933,0.164138,1.34035413e-02
6,973.789933,0.171724,1.41944253e-02
6,973.789933,0.179310,1.28486456e-02
6,973.789933,0.186897,9.70363363e-03
6,973.789933,0.194483,5.10802598e-03
6,973.789933,0.202069,5.72355111e-05
6,973.789933,0.209655,-2.39984867e-03
6,973.789933,0.217241,-2.67213228e-03
6,973.789933,0.224828,-2.61754719e-03
6,973.789933,0.232414,-2.88614273e-03
6,973.789933,0.240000,-2.82741072e-03
6,1095.467968,0.020000,-2.08697620e-03
6,1095.467968,0.027586,-5.83575177e-03
6,1095.467968,0.035172,2.58816046e-03
6,1095.467968,0.042759,-3.84634892e-04
6,1095.467968,0.050345,1.86927748e-03
6,1095.467968,0.057931,2.19601508e-04
6,1095.467968,0.065517,1.54294522e-03
6,1095.467968,0.073103,1.11975064e-03
6,1095.467968,0.080690,5.73527757e-04
6,1095.467968,0.088276,-4.96184518e-05
6,1095.467968,0.095862,-1.80938387e-04
6,1095.467968,0.103448,-5.75759690e-04
6,1095.467968,0.111034,-6.03109006e-04
6,1095.467968,0.118621,-6.68288388e-04
6,1095.467968,0.126207,-9.56535745e-04
6,1095.467968,0.133793,-9.88542663e-04
6,1095.467968,0.141379,-1.25497259e-03
6,1095.467968,0.148966,2.17201096e-03
6,1095.467968,0.156552,9.97200139e-03
6,1095.467968,0.164138,1.38860396e-02
6,1095.467968,0.171724,1.48517614e-02
6,1095.467968,0.179310,1.36138442e-02
6,1095.467968,0.186897,1.05129553e-02
6,1095.467968,0.194483,5.85234195e-03
6,1095.467968,0.202069,6.00781837e-04
6,1095.467968,0.209655,-2.15320052e-03
6,1095.467968,0.217241,-2.39947834e-03
6,1095.467968,0.224828,-2.34943538e-03
6,1095.467968,0.232414,-2.59212599e-03
6,1095.467968,0.240000,-2.53873736e-03
6,1232.350046,0.020000,-9.91907392e-04
6,1232.350046,0.027586,-5.33177982e-03
6,1232.350046,0.035172,2.99201682e-03
6,1232.350046,0.042759,-7.54759585e-05
6,1232.350046,0.050345,2.08892124e-03
6,1232.350046,0.057931,4.51619060e-04
6,1232.350046,0.065517,2.13369503e-03
6,1232.350046,0.073103,1.68859465e-03
6,1232.350046,0.080690,1.11840826e-03
6,1232.350046,0.088276,4.69804166e-04
6,1232.350046,0.095862,-9.88222508e-05
6,1232.350046,0.103448,-4.47844172e-04
6,1232.350046,0.111034,-5.10859308e-04
6,1232.350046,0.118621,-5.77688520e-04
6,1232.350046,0.126207,-8.44287563e-04
6,1232.350046,0.133793,-8.72941097e-04
6,1232.350046,0.141379,-1.12024829e-03
6,1232.350046,0.148966,1.70083548e-03
6,1232.350046,0.156552,1.00929507e-02
6,1232.350046,0.164138,1.43184645e-02
6,1232.350046,0.171724,1.54528089e-02
6,1232.350046,0.179310,1.43204150e-02
6,1232.350046,0.186897,1.12679247e-02
6,1232.350046,0.194483,6.55411409e-03
6,1232.350046,0.202069,1.10549522e-03
6,1232.350046,0.209655,-1.93263824e-03
6,1232.350046,0.217241,-2.15527826e-03
6,1232.350046,0.224828,-2.10961000e-03
6,1232.350046,0.232414,-2.32876138e-03
6,1232.350046,0.240000,-2.28044904e-03
6,1386.335959,0.020000,4.13235356e-05
6,1386.335959,0.027586,-4.70835406e-03
6,1386.335959,0.035172,3.37895068e-03
6,1386.335959,0.042759,2.23626472e-04
6,1386.335959,0.050345,2.27922983e-03
6,1386.335959,0.057931,6.68504624e-04
6,1386.335959,0.065517,2.67148962e-03
6,1386.335959,0.073103,2.20562968e-03
6,1386.335959,0.080690,1.61257489e-03
6,1386.335959,0.088276,9.40013958e-04
6,1386.335959,0.095862,2.19050799e-04
6,1386.335959,0.103448,-3.50296891e-04
6,1386.335959,0.111034,-4.37390161e-04
6,1386.335959,0.118621,-4.97747530e-04
6,1386.335959,0.126207,-7.47964343e-04
6,1386.335959,0.133793,-7.69323024e-04
6,1386.335959,0.141379,-1.00105409e-03
6,1386.335959,0.148966,1.18026550e-03
6,1386.335959,0.156552,1.01723117e-02
6,1386.335959,0.164138,1.47056319e-02
6,1386.335959,0.171724,1.60021033e-02
6,1386.335959,0.179310,1.49723848e-02
6,1386.335959,0.186897,1.19715451e-02
6,1386.335959,0.194483,7.21580167e-03
6,1386.335959,0.202069,1.57487175e-03
6,1386.335959,0.209655,-1.73471598e-03
6,1386.335959,0.217241,-1.93567371e-03
6,1386.335959,0.224828,-1.89434439e-03
6,1386.335959,0.232414,-2.09196517e-03
6,1386.335959,0.240000,-2.04853512e-03
6,1559.562883,0.020000,1.02658475e-03
6,1559.562883,0.027586,-4.12799367e-03
6,1559.562883,0.035172,3.74592989e-03
6,1559.562883,0.042759,5.13790349e-04
6,1559.562883,0.050345,2.43456226e-03
6,1559.562883,0.057931,8.68564160e-04
6,1559.562883,0.065517,3.15996499e-03
6,1559.562883,0.073103,2.67402511e-03
6,1559.562883,0.080690,2.05926479e-03
6,1559.562883,0.088276,1.36443572e-03
6,1559.562883,0.095862,6.20774641e-04
6,1559.562883,0.103448,-1.50119831e-04
6,1559.562883,0.111034,-3.77026981e-04
6,1559.562883,0.118621,-4.25395366e-04
6,1559.562883,0.126207,-6.62927684e-04
6,1559.562883,0.133793,-6.75264113e-04
6,1559.562883,0.141379,-8.93641923e-04
6,1559.562883,0.148966,6.23020222e-04
6,1559.562883,0.156552,1.02150612e-02
6,1559.562883,0.164138,1.50520215e-02
6,1559.562883,0.171724,1.65039187e-02
6,1559.562883,0.179310,1.55736014e-02
6,1559.562883,0.186897,1.26266831e-02
6,1559.562883,0.194483,7.83947342e-03
6,1559.562883,0.202069,2.01169338e-03
6,1559.562883,0.209655,-1.55638357e-03
6,1559.562883,0.217241,-1.73734670e-03
6,1559.562883,0.224828,-1.70034023e-03
6,1559.562883,0.232414,-1.87820930e-03
6,1559.562883,0.240000,-1.83946563e-03
6,1754.435043,0.020000,1.97440777e-03
6,1754.435043,0.027586,-3.58399097e-03
6,1754.435043,0.035172,4.08803720e-03
6,1754.435043,0.042759,7.95596501e-04
6,1754.435043,0.050345,2.54928366e-03
6,1754.435043,0.057931,1.04913877e-03
6,1754.435043,0.065517,3.60225936e-03
6,1754.435043,0.073103,3.09701859e-03
6,1754.435043,0.080690,2.46195422e-03
6,1754.435043,0.088276,1.74666175e-03
6,1754.435043,0.095862,9.82361239e-04
6,1754.435043,0.103448,1.89985865e-04
6,1754.435043,0.111034,-3.24718885e-04
6,1754.435043,0.118621,-3.58571032e-04
6,1754.435043,0.126207,-5.85513689e-04
6,1754.435043,0.133793,-5.89070007e-04
6,1754.435043,0.141379,-7.95189551e-04
6,1754.435043,0.148966,4.52755581e-05
6,1754.435043,0.156552,1.02258690e-02
6,1754.435043,0.164138,1.53617639e-02
6,1754.435043,0.171724,1.69622309e-02
6,1754.435043,0.179310,1.61276911e-02
6,1754.435043,0.186897,1.32360929e-02
6,1754.435043,0.194483,8.42709541e-03
6,1754.435043,0.202069,2.41907389e-03
6,1754.435043,0.209655,-1.39495455e-03
6,1754.435043,0.217241,-1.55747519e-03
6,1754.435043,0.224828,-1.52471607e-03
6,1754.435043,0.232414,-1.68449153e-03
6,1754.435043,0.240000,-1.65019063e-03
6,1973.657075,0.020000,2.89230740e-03
6,1973.657075,0.027586,-3.07046625e-03
6,1973.657075,0.035172,4.39847085e-03
6,1973.657075,0.042759,1.06901961e-03
6,1973.657075,0.050345,2.61880055e-03
6,1973.657075,0.057931,1.20666049e-03
6,1973.657075,0.065517,4.00150128e-03
6,1973.657075,0.073103,3.47802208e-03
6,1973.657075,0.080690,2.82420284e-03
6,1973.657075,0.088276,2.09021725e-03
6,1973.657075,0.095862,1.30717495e-03
6,1973.657075,0.103448,4.95393867e-04
6,1973.657075,0.111034,-2.76484736e-04
6,1973.657075,0.118621,-2.96039885e-04
6,1973.657075,0.126207,-5.13113651e-04
6,1973.657075,0.133793,-5.09566963e-04
6,1973.657075,0.141379,-7.03707436e-04
6,1973.657075,0.148966,-5.33211089e-04
6,1973.657075,0.156552,1.02091153e-02
6,1973.657075,0.164138,1.56386283e-02
6,1973.657075,0.171724,1.73806996e-02
6,1973.657075,0.179310,1.66380628e-02
6,1973.657075,0.186897,1.38025037e-02
6,1973.657075,0.194483,8.98086423e-03
6,1973.657075,0.202069,2.80191519e-03
6,1973.657075,0.209655,-1.24809932e-03
6,1973.657075,0.217241,-1.39369674e-03
6,1973.657075,0.224828,-1.36501008e-03
6,1973.657075,0.232414,-1.50830476e-03
6,1973.657075,0.240000,-1.47814088e-03
6,2220.271572,0.020000,3.78505616e-03
6,2220.271572,0.027586,-2.58222202e-03
6,2220.271572,0.035172,4.66877534e-03
6,2220.271572,0.042759,1.33330221e-03
6,2220.271572,0.050345,2.64078506e-03
6,2220.271572,0.057931,1.33690056e-03
6,2220.271572,0.065517,4.36094660e-03
6,2220.271572,0.073103,3.82048285e-03
6,2220.271572,0.080690,3.14943997e-03
6,2220.271572,0.088276,2.39837784e-03
6,2220.271572,0.095862,1.59826203e-03
6,2220.271572,0.103448,7.68856728e-04
6,2220.271572,0.111034,-7.55881052e-05
6,2220.271572,0.118621,-2.37132620e-04
6,2220.271572,0.126207,-4.44078785e-04
6,2220.271572,0.133793,-4.35895851e-04
6,2220.271572,0.141379,-6.17878480e-04
6,2220.271572,0.148966,-6.03079022e-04
6,2220.271572,0.156552,1.01689046e-02
6,2220.271572,0.164138,1.58860144e-02
6,2220.271572,0.171724,1.77626763e-02
6,2220.271572,0.179310,1.71079493e-02
6,2220.271572,0.186897,1.43286953e-02
6,2220.271572,0.194483,9.50322548e-03
6,2220.271572,0.202069,3.16707396e-03
6,2220.271572,0.209655,-1.11385065e-03
6,2220.271572,0.217241,-1.24407051e-03
6,2220.271572,0.224828,-1.21918212e-03
6,2220.271572,0.232414,-1.34759731e-03
6,2220.271572,0.240000,-1.32121611e-03
6,2497.701306,0.020000,4.65489577e-03
6,2497.701306,0.027586,-2.11463062e-03
6,2497.701306,0.035172,4.88941306e-03
6,2497.701306,0.042759,1.58678198e-03
6,2497.701306,0.050345,2.61635118e-03
6,2497.701306,0.057931,1.43547918e-03
6,2497.701306,0.065517,4.68387335e-03
6,2497.701306,0.073103,4.12769914e-03
6,2497.701306,0.080690,3.44082938e-03
6,2497.701306,0.088276,2.67409961e-03
6,2497.701306,0.095862,1.85831835e-03
6,2497.701306,0.103448,1.01273545e-03
6,2497.701306,0.111034,1.50615289e-04
6,2497.701306,0.118621,-1.81485856e-04
6,2497.701306,0.126207,-3.77526516e-04
6,2497.701306,0.133793,-3.67349190e-04
6,2497.701306,0.141379,-5.36884399e-04
6,2497.701306,0.148966,-5.23258714e-04
6,2497.701306,0.156552,1.01090631e-02
6,2497.701306,0.164138,1.61069535e-02
6,2497.701306,0.171724,1.81112406e-02
6,2497.701306,0.179310,1.75404579e-02
6,2497.701306,0.186897,1.48174698e-02
6,2497.701306,0.194483,9.99634995e-03
6,2497.701306,0.202069,3.52047063e-03
6,2497.701306,0.209655,-9.90607637e-04
6,2497.701306,0.217241,-1.10703173e-03
6,2497.701306,0.224828,-1.08560072e-03
6,2497.701306,0.232414,-1.20072093e-03
6,2497.701306,0.240000,-1.17775146e-03
6,2809.796735,0.020000,5.50167083e-03
6,2809.796735,0.027586,-1.66354878e-03
6,2809.796735,0.035172,5.05074390e-03
6,2809.796735,0.042759,1.82670198e-03
6,2809.796735,0.050345,2.55083622e-03
6,2809.796735,0.057931,1.49866254e-03
6,2809.796735,0.065517,4.97342868e-03
6,2809.796735,0.073103,4.40273364e-03
6,2809.796735,0.080690,3.70128386e-03
6,2809.796735,0.088276,2.92012348e-03
6,2809.796735,0.095862,2.08988623e-03
6,2809.796735,0.103448,1.22931398e-03
6,2809.796735,0.111034,3.50720292e-04
6,2809.796735,0.118621,-1.28835694e-04
6,2809.796735,0.126207,-3.13119458e-04
6,2809.796735,0.133793,-3.03269622e-04
6,2809.796735,0.141379,-4.60246927e-04
6,2809.796735,0.148966,-4.48967796e-04
6,2809.796735,0.156552,1.00331078e-02
6,2809.796735,0.164138,1.63041277e-02
6,2809.796735,0.171724,1.84292542e-02
6,2809.796735,0.179310,1.79385890e-02
6,2809.796735,0.186897,1.52714885e-02
6,2809.796735,0.194483,1.04613043e-02
6,2809.796735,0.202069,3.86180536e-03
6,2809.796735,0.209655,-8.77125713e-04
6,2809.796735,0.217241,-9.81339021e-04
6,2809.796735,0.224828,-9.63006546e-04
6,2809.796735,0.232414,-1.06636792e-03
6,2809.796735,0.240000,-1.04645846e-03
6,3160.889444,0.020000,6.32286870e-03
6,3160.889444,0.027586,-1.22525478e-03
6,3160.889444,0.035172,5.14440204e-03
6,3160.889444,0.042759,2.04905799e-03
6,3160.889444,0.050345,2.45381672e-03
6,3160.889444,0.057931,1.52438814e-03
6,3160.889444,0.065517,5.23257254e-03
6,3160.889444,0.073103,4.64847952e-03
6,3160.889444,0.080690,3.93364227e-03
6,3160.889444,0.088276,3.13926689e-03
6,3160.889444,0.095862,2.29579625e-03
6,3160.889444,0.103448,1.42145738e-03
6,3160.889444,0.111034,5.27596381e-04
6,3160.889444,0.118621,-7.88879238e-05
6,3160.889444,0.126207,-2.50858784e-04
6,3160.889444,0.133793,-2.43013993e-04
6,3160.889444,0.141379,-3.87693983e-04
6,3160.889444,0.148966,-3.79366346e-04
6,3160.889444,0.156552,9.94418509e-03
6,3160.889444,0.164138,1.64799148e-02
6,3160.889444,0.171724,1.87194134e-02
6,3160.889444,0.179310,1.83051989e-02
6,3160.889444,0.186897,1.56930462e-02
6,3160.889444,0.194483,1.08975782e-02
6,3160.889444,0.202069,4.18109082e-03
6,3160.889444,0.209655,-7.72482958e-04
6,3160.889444,0.217241,-8.66018097e-04
6,3160.889444,0.224828,-8.50451902e-04
6,3160.889444,0.232414,-9.43501305e-04
6,3160.889444,0.240000,-9.26344715e-04
6,3555.852262,0.020000,7.11358647e-03
6,3555.852262,0.027586,-7.96408935e-04
6,3555.852262,0.035172,5.16496447e-03
