Ma,Re_L,alpha_L,c_i
4,3160.889444,0.050345,5.76293371e-03
4,3160.889444,0.057931,8.11465764e-03
4,3160.889444,0.065517,5.82140697e-03
4,3160.889444,0.073103,4.78068201e-03
4,3160.889444,0.080690,3.13948966e-03
4,3160.889444,0.088276,3.17799228e-03
4,3160.889444,0.095862,2.23266580e-03
4,3160.889444,0.103448,1.87121302e-03
4,3160.889444,0.111034,1.75025533e-03
4,3160.889444,0.118621,1.33129981e-03
4,3160.889444,0.126207,8.61146163e-04
4,3160.889444,0.133793,7.03374969e-04
4,3160.889444,0.141379,7.49382318e-04
4,3160.889444,0.148966,6.30803994e-04
4,3160.889444,0.156552,5.77245997e-04
4,3160.889444,0.164138,2.36434836e-04
4,3160.889444,0.171724,1.36223664e-04
4,3160.889444,0.179310,8.52520112e-05
4,3160.889444,0.186897,6.55121785e-05
4,3160.889444,0.194483,3.73272819e-05
4,3160.889444,0.202069,5.07822103e-06
4,3160.889444,0.209655,-2.59524631e-04
4,3160.889444,0.217241,-2.65956173e-04
4,3160.889444,0.224828,-2.78267536e-04
4,3160.889444,0.232414,-2.93787024e-04
4,3160.889444,0.240000,-3.10793354e-04
