freq_parameter,F_x1e4,lower_neutral_R_L,upper_neutral_R_L,peak_growth_R_L,peak_sigma_L,peak_wavelength_L,N_signed_peak,amplification_signed_peak,frequency_khz,F_times_1e4,x_mm,L_star_m,L_star_mm,sigma_per_m,sigma_per_mm,alpha_r_per_m,alpha_r_per_mm,alpha_i_per_m,alpha_i_per_mm,wavelength_mm,phase_speed_m_per_s,lower_neutral_x_mm,upper_neutral_x_mm,peak_growth_x_mm,peak_wavelength_mm
0.00025416,2.5416000000000003,541.9785536978034,822.3743567315001,677.6034556135477,0.002869472119328854,33.592291137434515,0.827674878904621,2.28799269073729,406.25002796565406,2.5416000000000003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.065649057919913,57.71037161754527,39.180139300974865,1.9423611779132037
0.0002580701,2.580701,536.0443202783955,809.4327242202468,659.8033528881001,0.0028300414103012354,34.01117442928698,0.8089629623511344,2.245578029798416,412.49994232805767,2.580701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24.51975627517903,55.90829758620018,37.14871431458151,1.9149211607466041
0.0002619803,2.6198029999999997,528.5707956903885,796.6577627144819,659.8033528881001,0.0028275893704004106,33.44868483857324,0.7907154853751394,2.2049734882896903,418.75001653073036,2.6198029999999997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.840814006221265,54.157466046701195,37.14871431458151,1.883251474591047
0.0002658904,2.6589039999999997,521.9707945893366,783.954381286712,642.0032501626526,0.002799674996816198,33.90923059815377,0.7729922584922543,2.1662385112035274,424.999930893134,2.6589039999999997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.24915427755059,52.444063515603396,35.171363486039,1.8576757588025075
0.0002698006,2.698006,516.1530139687252,772.1533639708127,642.0032501626526,0.002783690351897634,33.365773214213164,0.7556342702679928,2.1289614321446506,431.2500050958067,2.698006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.733781774696265,50.87704595466649,35.171363486039,1.8279031101673109
0.0002737108,2.7371079999999997,508.8039596623049,760.4588530399418,624.2031474372051,0.002763124308675519,33.868907306146134,0.7387812061937087,2.0933825573511156,437.5000792984794,2.7371079999999997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22.09101733358786,49.34761773618416,33.24808681534729,1.8040222563424035
0.0002776209,2.776209,502.83286915560114,748.6702116741495,624.2031474372051,0.0027415986354188977,33.342335458427655,0.7223704586721678,2.059308936234364,443.74999366088304,2.776209,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21.57555962706763,47.82950196975498,33.24808681534729,1.7759744860302185
0.0002815311,2.815311,496.87663843398957,737.9028097473717,606.4030447117575,0.002722737365379205,33.8895490295174,0.7062495273686619,2.0263771173381784,450.0000678635558,2.815311,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21.06744688467151,46.46362392832685,31.37888430250641,1.7536459411525875
0.0002854412,2.854412,490.10008600202275,726.9980272530072,606.4030447117575,0.0027026621709690126,33.37782824730409,0.6906418275940235,1.9949955656230607,456.2499822259594,2.854412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.49671719498223,45.100485421335655,31.37888430250641,1.7271664777655065
0.0002893514,2.893514,484.58911319436277,716.3586543602139,588.60294198631,0.0026784841549057806,33.971100281025514,0.675380800363822,1.9647810228608795,462.50005642863215,2.893514,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.038354596097864,43.79008371787942,29.563755947516366,1.7062662218229305
